"GUID","householdsTotal","noHeating","yearBuilt","mobHome","oneParent","onePerson","noCar","noInternet","priWater"
"4c07d11d-fe53-851d-e053-ca3ca8c0ca7f",63,3,23,0,6,15,3,22,27
"4c07d11d-f5d9-851d-e053-ca3ca8c0ca7f",94,2,19,1,9,13,4,19,38
"4c07d11d-f5d8-851d-e053-ca3ca8c0ca7f",78,1,22,0,5,22,5,24,37
"4c07d11d-ff34-851d-e053-ca3ca8c0ca7f",93,1,18,0,5,17,5,16,18
"4c07d11d-ff37-851d-e053-ca3ca8c0ca7f",110,0,19,0,8,17,4,16,39
"4c07d11e-0825-851d-e053-ca3ca8c0ca7f",78,1,10,0,10,14,7,15,6
"4c07d11d-ff3a-851d-e053-ca3ca8c0ca7f",99,1,21,0,5,16,2,17,10
"4c07d11d-ff39-851d-e053-ca3ca8c0ca7f",73,0,15,0,12,8,1,6,6
"4c07d11d-f975-851d-e053-ca3ca8c0ca7f",70,0,14,0,8,15,4,13,3
"4c07d11d-f974-851d-e053-ca3ca8c0ca7f",70,0,0,0,5,15,1,7,0
"4c07d11d-f4e7-851d-e053-ca3ca8c0ca7f",99,4,30,0,10,22,8,35,57
"4c07d11d-fde2-851d-e053-ca3ca8c0ca7f",104,3,20,1,6,19,8,27,16
"4c07d11e-009c-851d-e053-ca3ca8c0ca7f",67,1,13,0,12,9,0,14,7
"4c07d11e-009b-851d-e053-ca3ca8c0ca7f",84,1,19,0,6,16,2,16,12
"4c07d11e-0874-851d-e053-ca3ca8c0ca7f",82,1,11,0,9,22,5,16,4
"4c07d11e-2f0a-851d-e053-ca3ca8c0ca7f",101,0,0,0,11,13,2,14,1
"4c07d11d-f53f-851d-e053-ca3ca8c0ca7f",93,5,33,0,11,19,7,32,28
"4c07d11d-f540-851d-e053-ca3ca8c0ca7f",100,0,20,0,5,17,3,17,19
"4c07d11d-feb9-851d-e053-ca3ca8c0ca7f",73,2,14,0,6,16,2,21,35
"4c07d11d-fe5a-851d-e053-ca3ca8c0ca7f",71,1,24,0,5,14,4,14,44
"4c07d11d-fe4d-851d-e053-ca3ca8c0ca7f",91,2,27,0,10,20,6,27,36
"4c07d11d-f583-851d-e053-ca3ca8c0ca7f",138,2,38,1,13,22,9,35,79
"4c07d11d-ff3c-851d-e053-ca3ca8c0ca7f",67,2,9,0,1,15,4,10,39
"4c07d11d-fed8-851d-e053-ca3ca8c0ca7f",78,0,10,0,4,16,3,18,67
"4c07d11d-fe4c-851d-e053-ca3ca8c0ca7f",115,4,22,0,8,22,4,33,89
"4c07d11d-f589-851d-e053-ca3ca8c0ca7f",118,1,17,0,6,16,3,26,99
"4c07d11d-fed0-851d-e053-ca3ca8c0ca7f",91,0,21,0,9,16,2,20,16
"4c07d11d-fed4-851d-e053-ca3ca8c0ca7f",97,1,6,0,18,16,24,33,3
"4c07d11d-fed3-851d-e053-ca3ca8c0ca7f",109,1,16,1,7,20,0,20,35
"4c07d11d-f969-851d-e053-ca3ca8c0ca7f",117,2,12,0,15,23,21,33,23
"4c07d11e-209c-851d-e053-ca3ca8c0ca7f",76,5,33,0,10,30,13,26,0
"4c07d11e-07d7-851d-e053-ca3ca8c0ca7f",92,4,18,0,11,27,19,35,4
"4c07d11e-112d-851d-e053-ca3ca8c0ca7f",68,0,23,0,7,15,2,18,52
"4c07d11d-f868-851d-e053-ca3ca8c0ca7f",61,0,21,1,4,12,1,15,53
"4c07d11d-fdd4-851d-e053-ca3ca8c0ca7f",60,1,12,0,5,16,2,26,35
"4c07d11d-f4ea-851d-e053-ca3ca8c0ca7f",92,3,14,0,5,22,3,30,34
"4c07d11d-f43d-851d-e053-ca3ca8c0ca7f",115,2,42,2,10,22,3,26,98
"4c07d11d-f4b0-851d-e053-ca3ca8c0ca7f",97,6,29,0,4,24,7,22,11
"4c07d11e-0d6f-851d-e053-ca3ca8c0ca7f",112,0,23,2,10,37,13,30,9
"4c07d11d-f4b1-851d-e053-ca3ca8c0ca7f",117,5,44,0,13,35,15,37,12
"4c07d11e-1543-851d-e053-ca3ca8c0ca7f",74,0,8,0,16,21,9,28,6
"4c07d11e-0d70-851d-e053-ca3ca8c0ca7f",75,1,12,0,7,28,18,27,4
"4c07d11d-f54e-851d-e053-ca3ca8c0ca7f",83,0,34,0,7,11,7,24,64
"4c07d11d-fece-851d-e053-ca3ca8c0ca7f",88,2,19,0,5,13,3,14,38
"4c07d11d-f588-851d-e053-ca3ca8c0ca7f",109,1,15,1,9,17,4,26,73
"4c07d11d-fe49-851d-e053-ca3ca8c0ca7f",87,0,14,1,7,10,3,19,52
"4c07d11e-057a-851d-e053-ca3ca8c0ca7f",85,0,35,0,6,27,17,29,9
"4c07d11e-16e2-851d-e053-ca3ca8c0ca7f",98,1,1,0,13,26,12,35,4
"4c07d11e-057b-851d-e053-ca3ca8c0ca7f",80,1,19,0,9,44,15,41,4
"4c07d11d-f4e9-851d-e053-ca3ca8c0ca7f",113,3,32,0,7,28,6,51,43
"4c07d11d-f581-851d-e053-ca3ca8c0ca7f",86,4,27,2,8,16,6,26,65
"4c07d11d-fec5-851d-e053-ca3ca8c0ca7f",97,2,24,0,8,13,2,16,79
"4c07d11d-fdc4-851d-e053-ca3ca8c0ca7f",109,6,34,0,6,30,7,34,43
"4c07d11d-fdc3-851d-e053-ca3ca8c0ca7f",100,3,17,0,8,15,4,23,24
"4c07d11d-fdc8-851d-e053-ca3ca8c0ca7f",115,1,19,0,15,20,4,22,19
"4c07d11d-f536-851d-e053-ca3ca8c0ca7f",79,3,28,0,9,16,3,26,60
"4c07d11d-f535-851d-e053-ca3ca8c0ca7f",81,1,31,1,4,20,10,27,70
"4c07d11d-fe3f-851d-e053-ca3ca8c0ca7f",24,2,9,0,2,5,2,12,20
"4c07d11d-fecf-851d-e053-ca3ca8c0ca7f",78,0,12,0,3,23,4,23,32
"4c07d11d-fed6-851d-e053-ca3ca8c0ca7f",72,0,12,0,2,16,2,14,52
"4c07d11e-07d5-851d-e053-ca3ca8c0ca7f",82,1,6,0,10,8,0,11,27
"4c07d11e-0d26-851d-e053-ca3ca8c0ca7f",133,1,52,1,16,39,4,35,76
"4c07d11d-fec3-851d-e053-ca3ca8c0ca7f",105,3,30,1,9,24,5,23,33
"4c07d11d-f585-851d-e053-ca3ca8c0ca7f",91,0,33,0,11,17,3,27,32
"4c07d11d-fec2-851d-e053-ca3ca8c0ca7f",81,3,30,0,9,17,3,23,22
"4c07d11d-ff45-851d-e053-ca3ca8c0ca7f",103,0,12,1,6,12,3,13,37
"4c07d11d-ff4c-851d-e053-ca3ca8c0ca7f",88,1,18,0,10,17,6,26,50
"4c07d11d-ff43-851d-e053-ca3ca8c0ca7f",126,2,16,1,25,17,12,27,9
"4c07d11d-ff44-851d-e053-ca3ca8c0ca7f",93,5,23,4,4,21,8,17,60
"4c07d11d-f4eb-851d-e053-ca3ca8c0ca7f",71,2,23,0,6,16,5,29,48
"4c07d11d-fdd7-851d-e053-ca3ca8c0ca7f",57,2,18,0,10,9,4,19,14
"4c07d11d-f532-851d-e053-ca3ca8c0ca7f",79,0,13,0,6,14,2,15,72
"4c07d11e-0d27-851d-e053-ca3ca8c0ca7f",108,3,44,0,13,34,7,46,35
"4c07d11d-f462-851d-e053-ca3ca8c0ca7f",112,3,27,0,12,32,14,41,55
"4c07d11d-ff30-851d-e053-ca3ca8c0ca7f",104,3,24,0,5,19,10,20,79
"4c07d11d-f4e4-851d-e053-ca3ca8c0ca7f",101,1,16,0,5,25,4,27,17
"4c07d11d-fdcf-851d-e053-ca3ca8c0ca7f",63,2,16,1,10,15,8,23,29
"4c07d11d-fdcd-851d-e053-ca3ca8c0ca7f",123,3,16,0,12,29,17,41,18
"4c07d11d-f57f-851d-e053-ca3ca8c0ca7f",93,4,30,1,10,30,4,26,48
"4c07d11e-0d23-851d-e053-ca3ca8c0ca7f",76,6,27,1,6,23,5,26,41
"4c07d11d-fb16-851d-e053-ca3ca8c0ca7f",96,3,11,0,8,34,9,32,48
"4c07d11d-f4e1-851d-e053-ca3ca8c0ca7f",89,4,21,0,8,19,12,38,74
"4c07d11d-f4e2-851d-e053-ca3ca8c0ca7f",66,0,23,0,8,16,4,18,51
"4c07d11d-f4f2-851d-e053-ca3ca8c0ca7f",90,1,25,0,6,25,8,36,65
"4c07d11d-fdd0-851d-e053-ca3ca8c0ca7f",67,1,5,1,8,10,8,22,12
"4c07d11d-f630-851d-e053-ca3ca8c0ca7f",115,3,25,0,6,21,7,24,10
"4c07d11e-2f0b-851d-e053-ca3ca8c0ca7f",134,1,0,0,30,37,17,34,0
"4c07d11d-f54d-851d-e053-ca3ca8c0ca7f",103,2,23,0,9,25,9,25,51
"4c07d11e-0730-851d-e053-ca3ca8c0ca7f",110,7,48,0,10,40,22,38,2
"4c07d11d-f4f5-851d-e053-ca3ca8c0ca7f",88,0,21,0,6,23,4,23,78
"4c07d11e-072f-851d-e053-ca3ca8c0ca7f",74,1,10,0,7,34,15,31,11
"4c07d11d-fe3d-851d-e053-ca3ca8c0ca7f",101,1,17,1,8,20,4,15,64
"4c07d11e-0780-851d-e053-ca3ca8c0ca7f",106,3,22,0,8,38,20,32,22
"4c07d11d-ff42-851d-e053-ca3ca8c0ca7f",93,3,39,0,8,18,3,27,52
"4c07d11d-ff41-851d-e053-ca3ca8c0ca7f",88,1,22,1,11,11,2,17,55
"4c07d11e-0d63-851d-e053-ca3ca8c0ca7f",104,5,37,0,7,26,7,34,7
"4c07d11e-0d62-851d-e053-ca3ca8c0ca7f",95,3,33,1,10,18,4,27,41
"4c07d11e-0d65-851d-e053-ca3ca8c0ca7f",98,1,14,0,14,27,18,35,2
"4c07d11e-0d66-851d-e053-ca3ca8c0ca7f",111,2,42,2,13,26,15,34,7
"4c07d11d-f4ac-851d-e053-ca3ca8c0ca7f",102,2,26,0,13,20,6,18,26
"4c07d11d-f460-851d-e053-ca3ca8c0ca7f",120,4,47,3,5,39,8,36,86
"4c07d11d-fec9-851d-e053-ca3ca8c0ca7f",93,4,25,0,4,28,9,21,11
"4c07d11d-fecd-851d-e053-ca3ca8c0ca7f",99,0,25,0,6,21,6,24,10
"4c07d11d-fecc-851d-e053-ca3ca8c0ca7f",82,1,15,0,10,24,9,25,3
"4c07d11d-f95f-851d-e053-ca3ca8c0ca7f",102,4,35,0,15,36,29,42,1
"4c07d11d-f968-851d-e053-ca3ca8c0ca7f",109,4,15,0,17,27,19,29,0
"4c07d11d-f5d7-851d-e053-ca3ca8c0ca7f",111,6,22,0,5,22,8,40,93
"4c07d11d-f8ab-851d-e053-ca3ca8c0ca7f",93,4,28,1,7,27,5,32,29
"4c07d11d-f53c-851d-e053-ca3ca8c0ca7f",135,3,23,0,12,29,4,36,105
"4c07d11d-f58a-851d-e053-ca3ca8c0ca7f",126,2,28,1,7,21,1,24,111
"4c07d11d-ff35-851d-e053-ca3ca8c0ca7f",120,1,23,0,8,14,1,16,40
"4c07d11d-ff36-851d-e053-ca3ca8c0ca7f",106,3,22,0,11,27,7,27,9
"4c07d11d-f4f1-851d-e053-ca3ca8c0ca7f",85,3,19,0,7,26,10,42,79
"4c07d11d-f4f4-851d-e053-ca3ca8c0ca7f",84,1,13,0,7,16,6,24,81
"4c07d11d-fbf9-851d-e053-ca3ca8c0ca7f",93,3,25,0,8,20,8,21,33
"4c07d11d-f57e-851d-e053-ca3ca8c0ca7f",80,3,30,0,11,23,7,24,18
"4c07d11e-175b-851d-e053-ca3ca8c0ca7f",103,1,27,0,27,32,24,37,1
"4c07d11d-fec1-851d-e053-ca3ca8c0ca7f",73,2,16,0,11,23,16,21,6
"4c07d11e-2084-851d-e053-ca3ca8c0ca7f",55,1,6,0,7,15,6,10,0
"4c07d11e-207a-851d-e053-ca3ca8c0ca7f",53,0,30,0,6,25,12,27,3
"4c07d11d-f587-851d-e053-ca3ca8c0ca7f",92,2,20,1,6,17,4,19,46
"4c07d11d-f43c-851d-e053-ca3ca8c0ca7f",75,2,25,0,10,20,2,24,57
"4c07d11d-f8a9-851d-e053-ca3ca8c0ca7f",116,2,27,1,6,26,4,36,82
"4c07d11e-2093-851d-e053-ca3ca8c0ca7f",83,3,26,0,11,30,26,25,0
"4c07d11e-2092-851d-e053-ca3ca8c0ca7f",56,5,32,2,8,25,25,26,0
"4c07d11d-fec0-851d-e053-ca3ca8c0ca7f",93,2,17,0,10,25,7,17,16
"4c07d11d-f954-851d-e053-ca3ca8c0ca7f",80,0,11,0,13,25,12,24,0
"4c07d11e-209b-851d-e053-ca3ca8c0ca7f",115,2,1,0,19,38,31,45,0
"4c07d11d-febe-851d-e053-ca3ca8c0ca7f",82,0,26,5,8,21,8,19,6
"4c07d11e-0789-851d-e053-ca3ca8c0ca7f",78,0,8,5,16,24,20,36,0
"4c07d11d-febd-851d-e053-ca3ca8c0ca7f",118,4,27,0,9,33,15,38,8
"4c07d11d-f57d-851d-e053-ca3ca8c0ca7f",126,3,27,3,6,26,7,32,10
"4c07d11d-f95d-851d-e053-ca3ca8c0ca7f",82,3,36,0,7,26,15,28,0
"4c07d11d-f4ee-851d-e053-ca3ca8c0ca7f",67,2,18,0,6,14,1,24,29
"4c07d11d-fdd6-851d-e053-ca3ca8c0ca7f",63,2,15,0,12,12,8,27,5
"4c07d11d-f4f3-851d-e053-ca3ca8c0ca7f",78,0,16,2,6,19,10,32,71
"4c07d11d-fdce-851d-e053-ca3ca8c0ca7f",78,1,28,0,8,15,6,36,49
"4c07d11d-f58f-851d-e053-ca3ca8c0ca7f",104,2,37,0,6,24,5,21,70
"4c07d11d-ff4b-851d-e053-ca3ca8c0ca7f",68,0,24,0,8,15,1,19,25
"4c07d11d-f58e-851d-e053-ca3ca8c0ca7f",129,4,40,0,11,24,7,29,53
"4c07d11d-ff3b-851d-e053-ca3ca8c0ca7f",85,0,14,0,5,11,2,11,72
"4c07d11d-ff31-851d-e053-ca3ca8c0ca7f",91,1,13,0,5,14,2,18,88
"4c07d11d-f533-851d-e053-ca3ca8c0ca7f",74,1,24,0,2,14,6,18,18
"4c07d11d-f534-851d-e053-ca3ca8c0ca7f",96,1,25,0,6,17,2,19,19
"4c07d11d-f4a7-851d-e053-ca3ca8c0ca7f",104,2,43,1,10,17,5,28,59
"4c07d11e-0d61-851d-e053-ca3ca8c0ca7f",101,0,16,0,10,34,16,38,9
"4c07d11d-fddf-851d-e053-ca3ca8c0ca7f",68,3,21,0,6,9,4,15,4
"4c07d11d-fddb-851d-e053-ca3ca8c0ca7f",98,1,20,1,10,17,6,25,31
"4c07d11d-ff40-851d-e053-ca3ca8c0ca7f",80,3,34,0,9,15,5,21,31
"4c07d11d-fecb-851d-e053-ca3ca8c0ca7f",99,3,41,0,6,24,9,23,36
"4c07d11e-078c-851d-e053-ca3ca8c0ca7f",72,0,11,0,7,12,3,19,17
"4c07d11d-feca-851d-e053-ca3ca8c0ca7f",75,2,27,0,2,17,6,17,14
"4c07d11d-fec8-851d-e053-ca3ca8c0ca7f",70,1,15,0,11,20,7,21,4
"4c07d11d-fec4-851d-e053-ca3ca8c0ca7f",92,2,21,0,13,21,15,30,7
"4c07d11e-0d25-851d-e053-ca3ca8c0ca7f",93,2,28,0,6,22,4,21,7
"4c07d11d-f8aa-851d-e053-ca3ca8c0ca7f",65,4,17,0,6,9,3,15,52
"4c07d11e-002c-851d-e053-ca3ca8c0ca7f",105,1,20,3,13,18,10,26,3
"4c07d11e-2e95-851d-e053-ca3ca8c0ca7f",96,0,2,0,11,17,9,12,0
"4c07d11e-1e51-851d-e053-ca3ca8c0ca7f",76,0,1,0,9,12,6,13,0
"4c07d11e-1e2f-851d-e053-ca3ca8c0ca7f",117,2,1,0,17,31,25,25,0
"4c07d11d-f90e-851d-e053-ca3ca8c0ca7f",116,1,0,0,20,36,16,23,0
"4c07d11e-2e87-851d-e053-ca3ca8c0ca7f",109,0,0,0,9,22,6,9,0
"4c07d11e-1e1a-851d-e053-ca3ca8c0ca7f",98,1,1,0,11,27,5,22,1
"4c07d11e-1e4d-851d-e053-ca3ca8c0ca7f",68,2,6,0,13,19,11,15,0
"4c07d11d-f9a4-851d-e053-ca3ca8c0ca7f",93,2,2,0,7,20,7,6,1
"4c07d11e-2e88-851d-e053-ca3ca8c0ca7f",107,0,1,0,12,27,9,11,0
"4c07d11e-1e46-851d-e053-ca3ca8c0ca7f",85,1,1,0,17,17,11,11,0
"4c07d11e-2e94-851d-e053-ca3ca8c0ca7f",115,0,0,0,23,26,11,16,0
"4c07d11e-1e22-851d-e053-ca3ca8c0ca7f",80,0,1,0,7,17,3,6,0
"4c07d11e-1e3a-851d-e053-ca3ca8c0ca7f",80,0,0,0,8,23,9,12,0
"4c07d11e-2ea4-851d-e053-ca3ca8c0ca7f",82,0,0,0,9,8,4,5,0
"4c07d11e-1e45-851d-e053-ca3ca8c0ca7f",72,1,0,0,7,16,12,19,0
"4c07d11d-f9a5-851d-e053-ca3ca8c0ca7f",109,0,1,0,9,25,7,6,0
"4c07d11d-f9b0-851d-e053-ca3ca8c0ca7f",106,1,3,0,13,38,12,11,0
"4c07d11e-2ea3-851d-e053-ca3ca8c0ca7f",81,0,0,0,11,15,2,3,0
"4c07d11d-f9b1-851d-e053-ca3ca8c0ca7f",126,0,4,0,10,17,5,10,0
"4c07d11e-2ea6-851d-e053-ca3ca8c0ca7f",56,1,1,0,0,26,20,1,0
"4c07d11e-2ea5-851d-e053-ca3ca8c0ca7f",78,0,0,0,15,12,7,8,0
"4c07d11e-2e97-851d-e053-ca3ca8c0ca7f",40,0,0,0,1,16,21,0,0
"4c07d11e-2e8b-851d-e053-ca3ca8c0ca7f",44,1,0,0,1,19,24,0,1
"4c07d11e-1e23-851d-e053-ca3ca8c0ca7f",107,0,1,0,23,26,18,9,0
"4c07d11e-2e8a-851d-e053-ca3ca8c0ca7f",73,2,0,0,21,18,21,5,0
"4c07d11e-2e96-851d-e053-ca3ca8c0ca7f",46,2,2,0,19,8,24,19,0
"4c07d11e-2eb8-851d-e053-ca3ca8c0ca7f",51,2,0,0,11,12,27,22,0
"4c07d11e-1dd2-851d-e053-ca3ca8c0ca7f",72,0,0,0,12,24,10,12,0
"4c07d11e-2eb7-851d-e053-ca3ca8c0ca7f",35,2,1,0,14,2,14,11,0
"4c07d11e-3a05-851d-e053-ca3ca8c0ca7f",60,1,0,0,0,24,23,1,0
"4c07d11d-f991-851d-e053-ca3ca8c0ca7f",68,0,6,0,6,17,8,6,0
"4c07d11d-f9af-851d-e053-ca3ca8c0ca7f",88,0,0,0,18,7,5,6,1
"4c07d11e-086e-851d-e053-ca3ca8c0ca7f",90,0,11,0,5,18,24,12,5
"4c07d11e-086f-851d-e053-ca3ca8c0ca7f",84,0,3,0,10,13,1,10,5
"4c07d11e-1dd8-851d-e053-ca3ca8c0ca7f",83,0,0,0,20,7,3,9,0
"4c07d11e-19f5-851d-e053-ca3ca8c0ca7f",72,0,0,0,8,7,2,5,0
"4c07d11e-0947-851d-e053-ca3ca8c0ca7f",77,0,1,4,6,6,6,7,0
"4c07d11d-f538-851d-e053-ca3ca8c0ca7f",88,2,24,0,4,13,4,27,51
"4c07d11d-fe4e-851d-e053-ca3ca8c0ca7f",64,1,14,0,5,18,4,20,37
"4c07d11e-0731-851d-e053-ca3ca8c0ca7f",79,3,13,0,13,20,7,17,20
"4c07d11d-fe44-851d-e053-ca3ca8c0ca7f",64,1,8,1,9,21,4,24,29
"4c07d11d-fe42-851d-e053-ca3ca8c0ca7f",98,1,24,1,8,19,6,22,76
"4c07d11d-fde0-851d-e053-ca3ca8c0ca7f",78,1,18,1,8,14,4,16,28
"4c07d11d-fdda-851d-e053-ca3ca8c0ca7f",98,1,12,1,6,22,5,29,23
"4c07d11d-fe40-851d-e053-ca3ca8c0ca7f",48,2,13,0,2,12,1,10,42
"4c07d11d-f4ed-851d-e053-ca3ca8c0ca7f",121,1,9,0,12,20,5,20,12
"4c07d11d-fdcb-851d-e053-ca3ca8c0ca7f",82,0,16,0,7,12,2,14,48
"4c07d11d-f4ec-851d-e053-ca3ca8c0ca7f",126,3,30,2,15,30,9,49,63
"4c07d11d-fdca-851d-e053-ca3ca8c0ca7f",94,3,21,0,9,24,6,44,38
"4c07d11d-fb14-851d-e053-ca3ca8c0ca7f",111,2,19,0,13,34,7,36,9
"4c07d11d-f901-851d-e053-ca3ca8c0ca7f",96,1,24,0,9,27,5,42,84
"4c07d11d-f3d5-851d-e053-ca3ca8c0ca7f",117,5,36,0,11,30,12,43,58
"4c07d11d-f539-851d-e053-ca3ca8c0ca7f",86,3,10,0,9,13,1,18,85
"4c07d11e-0786-851d-e053-ca3ca8c0ca7f",94,0,8,1,10,16,5,21,38
"4c07d11d-fe4b-851d-e053-ca3ca8c0ca7f",77,0,18,0,8,17,1,26,49
"4c07d11d-fdd8-851d-e053-ca3ca8c0ca7f",97,1,8,1,9,16,2,18,31
"4c07d11d-fdd1-851d-e053-ca3ca8c0ca7f",101,2,19,0,5,24,5,20,11
"4c07d11e-072d-851d-e053-ca3ca8c0ca7f",81,1,2,0,8,17,2,8,1
"4c07d11d-fdd9-851d-e053-ca3ca8c0ca7f",101,0,9,0,8,35,5,18,11
"4c07d11d-fddc-851d-e053-ca3ca8c0ca7f",106,0,13,0,10,16,10,19,6
"4c07d11e-2031-851d-e053-ca3ca8c0ca7f",79,0,0,0,9,16,2,7,0
"4c07d11e-2f48-851d-e053-ca3ca8c0ca7f",100,3,0,0,9,42,32,31,1
"4c07d11e-072e-851d-e053-ca3ca8c0ca7f",72,1,10,0,6,11,2,14,0
"4c07d11e-2055-851d-e053-ca3ca8c0ca7f",85,0,0,0,11,13,3,13,0
"4c07d11e-2057-851d-e053-ca3ca8c0ca7f",113,4,0,0,20,30,32,48,0
"4c07d11e-20d6-851d-e053-ca3ca8c0ca7f",115,2,16,0,9,28,11,22,1
"4c07d11e-2030-851d-e053-ca3ca8c0ca7f",99,1,0,0,17,18,7,15,2
"4c07d11e-203c-851d-e053-ca3ca8c0ca7f",80,0,4,0,17,17,3,16,0
"4c07d11e-2049-851d-e053-ca3ca8c0ca7f",65,0,0,0,5,20,9,14,0
"4c07d11e-203d-851d-e053-ca3ca8c0ca7f",90,2,30,0,5,63,39,47,8
"4c07d11e-203e-851d-e053-ca3ca8c0ca7f",92,1,8,0,6,29,7,14,0
"4c07d11e-2062-851d-e053-ca3ca8c0ca7f",130,3,0,0,15,50,46,33,0
"4c07d11e-2071-851d-e053-ca3ca8c0ca7f",74,0,0,0,11,3,4,2,0
"4c07d11e-2070-851d-e053-ca3ca8c0ca7f",83,1,0,0,11,14,15,17,0
"4c07d11e-2063-851d-e053-ca3ca8c0ca7f",84,1,4,0,7,24,9,16,0
"4c07d11e-20de-851d-e053-ca3ca8c0ca7f",60,2,16,0,3,14,10,13,0
"4c07d11d-f93c-851d-e053-ca3ca8c0ca7f",71,4,28,0,8,31,27,30,0
"4c07d11e-20df-851d-e053-ca3ca8c0ca7f",46,1,4,0,4,10,3,8,0
"4c07d11d-f93d-851d-e053-ca3ca8c0ca7f",91,0,6,0,13,33,24,29,0
"4c07d11e-2056-851d-e053-ca3ca8c0ca7f",70,6,36,0,4,41,40,30,0
"4c07d11e-2f54-851d-e053-ca3ca8c0ca7f",119,2,5,0,17,39,47,50,0
"4c07d11e-204a-851d-e053-ca3ca8c0ca7f",112,0,0,0,15,27,8,19,0
"4c07d11e-204b-851d-e053-ca3ca8c0ca7f",96,0,4,0,8,32,6,20,0
"4c07d11e-2f55-851d-e053-ca3ca8c0ca7f",96,0,0,0,14,15,3,10,0
"4c07d11e-2061-851d-e053-ca3ca8c0ca7f",97,1,21,0,6,34,15,26,0
"4c07d11d-f93e-851d-e053-ca3ca8c0ca7f",92,0,2,0,26,27,27,24,0
"4c07d11e-0d64-851d-e053-ca3ca8c0ca7f",122,3,26,1,19,35,11,28,13
"4c07d11d-f4ae-851d-e053-ca3ca8c0ca7f",107,2,28,0,7,26,5,26,13
"4c07d11d-f4ab-851d-e053-ca3ca8c0ca7f",101,3,44,1,9,23,9,29,20
"4c07d11e-0a6b-851d-e053-ca3ca8c0ca7f",85,1,24,0,7,33,18,33,1
"4c07d11d-ffa8-851d-e053-ca3ca8c0ca7f",124,2,27,0,10,20,3,20,16
"4c07d11e-0025-851d-e053-ca3ca8c0ca7f",141,1,11,2,18,23,5,20,10
"4c07d11d-f953-851d-e053-ca3ca8c0ca7f",112,4,16,0,16,29,12,29,0
"4c07d11d-f43b-851d-e053-ca3ca8c0ca7f",82,1,24,0,4,20,4,21,30
"4c07d11d-ff3f-851d-e053-ca3ca8c0ca7f",122,2,19,0,15,28,6,28,1
"4c07d11e-209d-851d-e053-ca3ca8c0ca7f",71,2,3,0,10,26,12,28,0
"4c07d11d-ff3e-851d-e053-ca3ca8c0ca7f",82,3,11,0,8,13,2,16,9
"4c07d11e-07d9-851d-e053-ca3ca8c0ca7f",69,1,14,0,7,15,4,13,3
"4c07d11e-0823-851d-e053-ca3ca8c0ca7f",90,0,2,3,20,20,21,32,3
"4c07d11e-2f56-851d-e053-ca3ca8c0ca7f",88,0,0,0,9,12,2,12,0
"4c07d11d-fdc7-851d-e053-ca3ca8c0ca7f",113,0,32,0,21,19,8,38,21
"4c07d11d-fdc6-851d-e053-ca3ca8c0ca7f",67,1,7,0,6,9,1,9,12
"4c07d11d-fe4a-851d-e053-ca3ca8c0ca7f",66,0,11,1,9,12,8,19,16
"4c07d11d-fe48-851d-e053-ca3ca8c0ca7f",52,1,9,0,1,11,2,15,36
"4c07d11e-0783-851d-e053-ca3ca8c0ca7f",130,2,15,0,15,39,14,37,9
"4c07d11e-0784-851d-e053-ca3ca8c0ca7f",76,6,5,0,9,18,14,37,1
"4c07d11d-f949-851d-e053-ca3ca8c0ca7f",96,3,7,0,20,30,32,42,0
"4c07d11d-f94a-851d-e053-ca3ca8c0ca7f",91,2,17,6,19,22,21,43,2
"4c07d11e-2072-851d-e053-ca3ca8c0ca7f",79,0,16,6,19,30,33,54,0
"4c07d11e-0785-851d-e053-ca3ca8c0ca7f",62,0,14,3,10,27,24,45,5
"4c07d11d-f58c-851d-e053-ca3ca8c0ca7f",99,5,29,0,11,16,6,18,66
"4c07d11d-f4e5-851d-e053-ca3ca8c0ca7f",110,3,29,1,8,30,8,33,39
"4c07d11d-fdcc-851d-e053-ca3ca8c0ca7f",100,1,23,0,11,27,22,40,4
"4c07d11d-fcdf-851d-e053-ca3ca8c0ca7f",129,1,30,0,11,38,14,41,24
"4c07d11d-fe46-851d-e053-ca3ca8c0ca7f",116,3,24,0,7,20,4,22,31
"4c07d11d-fe47-851d-e053-ca3ca8c0ca7f",86,1,20,1,9,20,1,28,44
"4c07d11e-0d28-851d-e053-ca3ca8c0ca7f",88,1,27,0,9,23,6,30,60
"4c07d11d-f57a-851d-e053-ca3ca8c0ca7f",122,5,50,0,10,35,8,39,61
"4c07d11d-f4e6-851d-e053-ca3ca8c0ca7f",108,2,31,4,9,23,9,31,82
"4c07d11e-0824-851d-e053-ca3ca8c0ca7f",70,0,5,0,3,6,1,8,4
"4c07d11d-ff3d-851d-e053-ca3ca8c0ca7f",103,0,14,1,7,12,3,15,36
"4c07d11d-ff4f-851d-e053-ca3ca8c0ca7f",113,4,21,0,10,22,3,23,27
"4c07d11e-086a-851d-e053-ca3ca8c0ca7f",68,2,4,0,4,9,2,6,6
"4c07d11d-ff9f-851d-e053-ca3ca8c0ca7f",79,0,9,0,6,17,2,14,16
"4c07d11e-086c-851d-e053-ca3ca8c0ca7f",92,0,6,0,7,11,1,12,14
"4c07d11d-fe45-851d-e053-ca3ca8c0ca7f",96,0,18,1,6,21,4,21,32
"4c07d11e-0781-851d-e053-ca3ca8c0ca7f",101,3,21,0,14,23,13,27,3
