"GUID","householdsTotal","noHeating","yearBuilt","mobHome","oneParent","onePerson","noCar","noInternet","priWater"
"4c07d11e-23c5-851d-e053-ca3ca8c0ca7f",107,0,1,0,14,33,16,21,0
"4c07d11e-02c7-851d-e053-ca3ca8c0ca7f",78,1,5,0,12,13,4,12,5
"4c07d11d-ff76-851d-e053-ca3ca8c0ca7f",79,0,5,0,10,11,6,7,2
"4c07d11e-3ad5-851d-e053-ca3ca8c0ca7f",67,1,18,0,4,49,28,42,0
"4c07d11e-095f-851d-e053-ca3ca8c0ca7f",71,1,5,0,10,21,3,13,2
"4c07d11e-0960-851d-e053-ca3ca8c0ca7f",75,1,7,0,16,18,11,21,7
"4c07d11e-0961-851d-e053-ca3ca8c0ca7f",81,1,5,0,12,22,12,10,2
"4c07d11d-fe8c-851d-e053-ca3ca8c0ca7f",85,4,17,0,7,23,6,23,32
"4c07d11e-0625-851d-e053-ca3ca8c0ca7f",75,0,5,3,13,22,15,22,1
"4c07d11e-0626-851d-e053-ca3ca8c0ca7f",77,2,24,1,8,23,9,22,6
"4c07d11e-2415-851d-e053-ca3ca8c0ca7f",55,0,2,0,7,12,1,10,1
"4c07d11d-fc3b-851d-e053-ca3ca8c0ca7f",107,1,16,0,10,50,30,41,4
"4c07d11e-0b8d-851d-e053-ca3ca8c0ca7f",58,2,14,0,6,24,16,20,1
"4c07d11e-15cc-851d-e053-ca3ca8c0ca7f",58,1,22,0,6,29,15,24,0
"4c07d11e-15c9-851d-e053-ca3ca8c0ca7f",53,1,15,0,6,21,23,23,0
"4c07d11e-2416-851d-e053-ca3ca8c0ca7f",42,1,17,0,4,18,8,13,0
"4c07d11d-ff06-851d-e053-ca3ca8c0ca7f",69,2,27,0,6,23,6,20,25
"4c07d11d-ff0c-851d-e053-ca3ca8c0ca7f",98,0,17,0,12,29,4,35,42
"4c07d11e-0964-851d-e053-ca3ca8c0ca7f",40,2,10,0,3,19,1,17,13
"4c07d11e-0616-851d-e053-ca3ca8c0ca7f",126,1,26,0,18,36,5,35,23
"4c07d11d-f5c6-851d-e053-ca3ca8c0ca7f",100,1,31,0,7,42,16,47,11
"4c07d11e-0b8b-851d-e053-ca3ca8c0ca7f",63,0,6,0,5,14,3,14,3
"4c07d11d-fc29-851d-e053-ca3ca8c0ca7f",91,1,30,0,9,26,7,19,21
"4c07d11e-0615-851d-e053-ca3ca8c0ca7f",92,0,9,0,7,23,6,11,2
"4c07d11d-fc42-851d-e053-ca3ca8c0ca7f",92,1,30,0,4,28,6,31,14
"4c07d11d-fefe-851d-e053-ca3ca8c0ca7f",67,3,20,0,8,18,4,18,13
"4c07d11e-095e-851d-e053-ca3ca8c0ca7f",73,3,23,0,6,18,5,17,9
"4c07d11d-fe91-851d-e053-ca3ca8c0ca7f",53,1,15,0,5,14,1,12,17
"4c07d11d-ff73-851d-e053-ca3ca8c0ca7f",89,1,30,0,6,34,10,35,10
"4c07d11e-02f8-851d-e053-ca3ca8c0ca7f",41,1,2,0,4,17,5,8,0
"4c07d11e-23e5-851d-e053-ca3ca8c0ca7f",68,1,6,1,4,30,8,18,0
"4c07d11e-09a0-851d-e053-ca3ca8c0ca7f",83,0,26,0,10,22,3,24,13
"4c07d11e-0957-851d-e053-ca3ca8c0ca7f",53,0,11,0,4,21,8,24,10
"4c07d11d-fe94-851d-e053-ca3ca8c0ca7f",49,1,9,1,4,20,9,19,12
"4c07d11d-fcd3-851d-e053-ca3ca8c0ca7f",98,0,11,0,7,22,7,22,30
"4c07d11d-fd68-851d-e053-ca3ca8c0ca7f",108,0,10,0,8,29,6,23,23
"4c07d11e-2091-851d-e053-ca3ca8c0ca7f",95,0,1,0,20,26,32,49,0
"4c07d11e-2098-851d-e053-ca3ca8c0ca7f",52,3,25,0,6,31,21,22,0
"4c07d11d-f93b-851d-e053-ca3ca8c0ca7f",53,1,3,0,6,20,8,17,2
"4c07d11e-2099-851d-e053-ca3ca8c0ca7f",103,1,7,0,12,48,25,35,0
"4c07d11e-1773-851d-e053-ca3ca8c0ca7f",73,4,27,0,10,29,15,25,0
"4c07d11e-2f32-851d-e053-ca3ca8c0ca7f",115,0,0,0,17,33,16,18,0
"4c07d11e-1772-851d-e053-ca3ca8c0ca7f",76,1,29,0,7,38,23,20,0
"4c07d11e-209a-851d-e053-ca3ca8c0ca7f",78,0,1,0,20,16,26,45,0
"4c07d11e-1771-851d-e053-ca3ca8c0ca7f",74,0,0,0,12,22,7,13,0
"4c07d11e-05c9-851d-e053-ca3ca8c0ca7f",106,1,4,0,5,31,15,21,4
"4c07d11d-fed5-851d-e053-ca3ca8c0ca7f",111,3,27,0,10,17,3,26,101
"4c07d11d-ffa3-851d-e053-ca3ca8c0ca7f",92,1,21,0,8,10,3,16,7
"4c07d11d-f54c-851d-e053-ca3ca8c0ca7f",92,0,28,0,12,20,3,28,19
"4c07d11e-0e4a-851d-e053-ca3ca8c0ca7f",79,4,11,0,12,15,5,17,19
"4c07d11e-2f0c-851d-e053-ca3ca8c0ca7f",76,1,0,0,8,6,1,6,0
"4c07d11d-f9c0-851d-e053-ca3ca8c0ca7f",66,0,6,0,12,17,3,15,0
"4c07d11d-f58b-851d-e053-ca3ca8c0ca7f",100,2,16,0,9,21,4,21,28
"4c07d11d-ff32-851d-e053-ca3ca8c0ca7f",103,2,16,1,10,19,4,17,37
"4c07d11d-ff33-851d-e053-ca3ca8c0ca7f",96,0,24,0,7,17,10,21,19
"4c07d11e-07d4-851d-e053-ca3ca8c0ca7f",120,2,7,0,10,30,16,26,0
"4c07d11d-fed1-851d-e053-ca3ca8c0ca7f",50,0,8,0,6,11,2,6,6
"4c07d11d-f972-851d-e053-ca3ca8c0ca7f",126,2,27,0,14,48,28,41,0
"4c07d11d-fed2-851d-e053-ca3ca8c0ca7f",79,0,12,0,4,11,2,12,30
"4c07d11d-fed7-851d-e053-ca3ca8c0ca7f",83,0,13,0,6,11,2,8,47
"4c07d11e-07d6-851d-e053-ca3ca8c0ca7f",45,0,23,0,2,22,11,14,1
"4c07d11d-f973-851d-e053-ca3ca8c0ca7f",89,2,6,0,11,11,3,7,5
"4c07d11d-f461-851d-e053-ca3ca8c0ca7f",131,4,49,2,13,40,12,51,115
"4c07d11d-fdd2-851d-e053-ca3ca8c0ca7f",82,2,11,0,12,9,2,14,24
"4c07d11d-fe3e-851d-e053-ca3ca8c0ca7f",97,2,19,2,3,21,6,21,58
"4c07d11d-fdde-851d-e053-ca3ca8c0ca7f",90,2,20,0,7,28,12,28,6
"4c07d11d-fddd-851d-e053-ca3ca8c0ca7f",89,3,17,0,8,32,14,31,1
"4c07d11d-febc-851d-e053-ca3ca8c0ca7f",66,1,29,1,5,16,6,16,7
"4c07d11d-fbf8-851d-e053-ca3ca8c0ca7f",78,2,20,1,11,16,4,23,11
"4c07d11d-fe4f-851d-e053-ca3ca8c0ca7f",125,2,24,0,21,44,29,48,3
"4c07d11d-f53b-851d-e053-ca3ca8c0ca7f",114,0,12,1,10,32,7,25,83
"4c07d11e-0787-851d-e053-ca3ca8c0ca7f",85,3,10,0,9,24,19,25,14
"4c07d11d-f53a-851d-e053-ca3ca8c0ca7f",131,2,25,1,11,32,6,34,46
"4c07d11e-207b-851d-e053-ca3ca8c0ca7f",113,0,0,0,19,25,6,18,3
"4c07d11e-207c-851d-e053-ca3ca8c0ca7f",101,5,30,0,19,51,38,51,2
"4c07d11d-feba-851d-e053-ca3ca8c0ca7f",76,2,27,0,3,20,2,25,68
"4c07d11d-f582-851d-e053-ca3ca8c0ca7f",75,1,18,0,5,33,7,33,52
"4c07d11d-fe50-851d-e053-ca3ca8c0ca7f",73,2,16,0,4,14,1,14,21
"4c07d11d-f93f-851d-e053-ca3ca8c0ca7f",95,4,25,0,20,30,21,49,0
"4c07d11d-fe59-851d-e053-ca3ca8c0ca7f",131,2,32,1,7,22,4,31,41
"4c07d11d-fe3c-851d-e053-ca3ca8c0ca7f",115,0,23,0,14,29,6,24,5
"4c07d11d-f4e8-851d-e053-ca3ca8c0ca7f",125,2,29,2,10,28,2,40,47
"4c07d11d-fe54-851d-e053-ca3ca8c0ca7f",82,0,20,0,7,20,5,31,48
"4c07d11d-f53e-851d-e053-ca3ca8c0ca7f",105,1,17,0,6,33,11,37,16
"4c07d11d-fe3b-851d-e053-ca3ca8c0ca7f",68,0,13,0,7,17,3,17,18
"4c07d11d-f4f0-851d-e053-ca3ca8c0ca7f",78,1,19,1,1,18,3,17,5
"4c07d11d-f99f-851d-e053-ca3ca8c0ca7f",129,0,4,0,13,13,4,10,7
"4c07d11d-ff46-851d-e053-ca3ca8c0ca7f",134,2,28,1,11,22,7,27,66
"4c07d11d-ff4d-851d-e053-ca3ca8c0ca7f",153,4,28,1,10,27,8,30,59
"4c07d11d-f58d-851d-e053-ca3ca8c0ca7f",91,0,24,0,7,20,2,19,59
"4c07d11d-ff4e-851d-e053-ca3ca8c0ca7f",88,1,20,0,6,18,4,10,14
"4c07d11e-0827-851d-e053-ca3ca8c0ca7f",117,1,8,0,9,19,4,15,4
"4c07d11e-002b-851d-e053-ca3ca8c0ca7f",87,1,10,0,7,17,6,18,1
"4c07d11e-0826-851d-e053-ca3ca8c0ca7f",113,0,7,0,8,21,1,11,3
"4c07d11e-2ea0-851d-e053-ca3ca8c0ca7f",86,0,1,0,9,7,2,1,0
"4c07d11e-1e07-851d-e053-ca3ca8c0ca7f",118,0,0,0,11,21,9,7,0
"4c07d11e-20b3-851d-e053-ca3ca8c0ca7f",113,0,0,0,10,19,4,9,0
"4c07d11e-2e9f-851d-e053-ca3ca8c0ca7f",84,0,0,0,13,12,9,7,1
"4c07d11e-1e1e-851d-e053-ca3ca8c0ca7f",102,1,0,0,6,21,8,22,0
"4c07d11e-2e93-851d-e053-ca3ca8c0ca7f",68,0,0,0,7,12,14,4,0
"4c07d11e-2ea2-851d-e053-ca3ca8c0ca7f",105,0,0,0,20,14,11,2,0
"4c07d11d-f980-851d-e053-ca3ca8c0ca7f",109,1,0,0,12,20,12,11,0
"4c07d11e-1e14-851d-e053-ca3ca8c0ca7f",109,0,1,0,9,23,3,10,0
"4c07d11e-1e13-851d-e053-ca3ca8c0ca7f",90,0,0,0,13,19,5,4,0
"4c07d11e-20b2-851d-e053-ca3ca8c0ca7f",128,0,0,0,17,18,5,8,0
"4c07d11e-1e12-851d-e053-ca3ca8c0ca7f",123,1,0,0,24,25,14,17,0
"4c07d11e-1df9-851d-e053-ca3ca8c0ca7f",120,0,1,0,18,34,8,13,0
"4c07d11e-2f62-851d-e053-ca3ca8c0ca7f",79,0,0,0,7,15,2,5,0
"4c07d11e-2032-851d-e053-ca3ca8c0ca7f",96,0,0,0,11,19,2,8,0
"4c07d11e-2033-851d-e053-ca3ca8c0ca7f",115,0,0,0,6,25,4,14,1
"4c07d11e-202a-851d-e053-ca3ca8c0ca7f",97,0,0,0,11,17,5,7,0
"4c07d11e-2e92-851d-e053-ca3ca8c0ca7f",101,0,0,0,8,30,4,6,0
"4c07d11e-1dd1-851d-e053-ca3ca8c0ca7f",116,0,1,0,12,23,11,15,0
"4c07d11e-2034-851d-e053-ca3ca8c0ca7f",87,0,0,0,14,21,10,13,1
"4c07d11e-20d8-851d-e053-ca3ca8c0ca7f",92,0,0,0,7,17,8,9,0
"4c07d11e-2e83-851d-e053-ca3ca8c0ca7f",90,0,0,0,11,19,8,6,0
"4c07d11e-20d7-851d-e053-ca3ca8c0ca7f",109,0,1,0,7,12,4,5,0
"4c07d11e-1e32-851d-e053-ca3ca8c0ca7f",109,2,2,0,10,28,22,15,0
"4c07d11e-20be-851d-e053-ca3ca8c0ca7f",85,0,0,0,12,28,7,11,0
"4c07d11e-0828-851d-e053-ca3ca8c0ca7f",64,0,1,0,3,13,0,5,0
"4c07d11e-2e91-851d-e053-ca3ca8c0ca7f",107,2,2,0,16,31,10,16,0
"4c07d11e-2e85-851d-e053-ca3ca8c0ca7f",86,5,0,0,3,30,14,6,0
"4c07d11e-1ded-851d-e053-ca3ca8c0ca7f",74,0,0,0,7,15,2,3,0
"4c07d11e-2f60-851d-e053-ca3ca8c0ca7f",100,0,0,0,10,13,2,6,0
"4c07d11e-20a6-851d-e053-ca3ca8c0ca7f",108,0,0,0,9,15,5,3,0
"4c07d11e-1dec-851d-e053-ca3ca8c0ca7f",93,1,1,0,8,18,5,9,0
"4c07d11e-1e27-851d-e053-ca3ca8c0ca7f",103,0,2,0,11,28,10,17,0
"4c07d11d-f97e-851d-e053-ca3ca8c0ca7f",99,1,15,0,11,15,7,10,1
"4c07d11e-2f61-851d-e053-ca3ca8c0ca7f",118,1,0,0,6,23,16,6,0
"4c07d11e-086b-851d-e053-ca3ca8c0ca7f",123,0,3,0,11,21,4,12,0
"4c07d11e-20ca-851d-e053-ca3ca8c0ca7f",102,1,0,0,6,24,6,9,0
"4c07d11e-2028-851d-e053-ca3ca8c0ca7f",114,0,0,0,10,18,6,2,0
"4c07d11e-2e84-851d-e053-ca3ca8c0ca7f",92,0,0,0,10,16,6,4,0
"4c07d11e-2029-851d-e053-ca3ca8c0ca7f",82,0,1,0,10,9,3,5,0
"4c07d11e-20a7-851d-e053-ca3ca8c0ca7f",118,0,0,0,16,20,1,4,0
"4c07d11e-0829-851d-e053-ca3ca8c0ca7f",78,0,4,0,6,17,6,9,2
"4c07d11d-f97d-851d-e053-ca3ca8c0ca7f",107,0,2,0,7,14,2,8,0
"4c07d11d-f97c-851d-e053-ca3ca8c0ca7f",88,0,1,0,5,14,3,7,1
"4c07d11e-1dd0-851d-e053-ca3ca8c0ca7f",82,1,0,0,7,27,5,13,0
"4c07d11e-1df8-851d-e053-ca3ca8c0ca7f",108,1,0,0,14,22,11,15,0
"4c07d11e-2ea1-851d-e053-ca3ca8c0ca7f",70,0,0,0,4,14,7,5,0
"4c07d11e-1e3b-851d-e053-ca3ca8c0ca7f",129,0,0,0,10,22,10,9,1
"4c07d11e-2eb0-851d-e053-ca3ca8c0ca7f",74,0,0,0,6,9,5,3,0
"4c07d11e-20bf-851d-e053-ca3ca8c0ca7f",108,1,0,0,12,20,8,7,0
"4c07d11e-20c8-851d-e053-ca3ca8c0ca7f",76,1,2,0,7,8,6,5,0
"4c07d11e-20c9-851d-e053-ca3ca8c0ca7f",94,0,1,0,13,19,2,13,1
"4c07d11e-1e28-851d-e053-ca3ca8c0ca7f",79,0,0,0,9,23,5,10,0
"4c07d11e-1e31-851d-e053-ca3ca8c0ca7f",136,0,3,0,16,45,23,26,0
"4c07d11e-086d-851d-e053-ca3ca8c0ca7f",110,0,2,0,11,13,8,7,0
"4c07d11e-20b1-851d-e053-ca3ca8c0ca7f",129,0,1,0,13,32,9,9,0
"4c07d11d-f97f-851d-e053-ca3ca8c0ca7f",113,1,0,0,12,24,22,17,1
"4c07d11e-1deb-851d-e053-ca3ca8c0ca7f",92,0,0,0,7,24,9,16,0
"4c07d11e-1e06-851d-e053-ca3ca8c0ca7f",115,0,0,0,11,28,15,21,0
"4c07d11d-f981-851d-e053-ca3ca8c0ca7f",104,1,0,0,15,11,21,14,2
"4c07d11e-1e33-851d-e053-ca3ca8c0ca7f",120,1,2,0,12,51,36,40,1
"4c07d11d-f57b-851d-e053-ca3ca8c0ca7f",110,2,31,0,12,30,5,36,58
"4c07d11e-0d24-851d-e053-ca3ca8c0ca7f",115,2,23,0,12,48,20,50,43
"4c07d11e-17f9-851d-e053-ca3ca8c0ca7f",68,2,15,0,8,24,9,19,1
"4c07d11e-1533-851d-e053-ca3ca8c0ca7f",66,3,21,0,3,24,2,19,13
"4c07d11d-f439-851d-e053-ca3ca8c0ca7f",92,5,37,0,11,30,5,28,30
"4c07d11d-fbf7-851d-e053-ca3ca8c0ca7f",86,1,31,0,3,18,2,22,10
"4c07d11d-f57c-851d-e053-ca3ca8c0ca7f",110,2,21,1,11,17,3,23,80
"4c07d11e-0026-851d-e053-ca3ca8c0ca7f",104,2,30,0,13,12,4,19,9
"4c07d11e-07d8-851d-e053-ca3ca8c0ca7f",107,1,7,0,14,17,4,19,7
"4c07d11d-ff38-851d-e053-ca3ca8c0ca7f",78,1,12,0,4,13,5,13,6
"4c07d11d-fe58-851d-e053-ca3ca8c0ca7f",94,1,16,0,9,13,1,25,23
"4c07d11d-f4ef-851d-e053-ca3ca8c0ca7f",75,1,16,0,5,16,2,20,19
"4c07d11d-fde1-851d-e053-ca3ca8c0ca7f",112,1,20,1,10,18,4,42,17
"4c07d11d-ffa1-851d-e053-ca3ca8c0ca7f",104,1,18,0,13,18,7,18,14
"4c07d11d-ffa0-851d-e053-ca3ca8c0ca7f",151,0,12,0,8,26,9,34,60
"4c07d11e-1a6b-851d-e053-ca3ca8c0ca7f",83,1,0,0,1,10,12,6,0
"4c07d11e-2ef2-851d-e053-ca3ca8c0ca7f",80,0,0,0,0,2,1,0,0
"4c07d11e-2f05-851d-e053-ca3ca8c0ca7f",73,1,0,0,10,7,6,5,0
"4c07d11e-1a2a-851d-e053-ca3ca8c0ca7f",92,0,0,0,9,18,1,4,0
"4c07d11e-1a34-851d-e053-ca3ca8c0ca7f",122,0,0,0,11,18,2,5,0
"4c07d11d-f997-851d-e053-ca3ca8c0ca7f",69,0,3,0,5,11,8,5,0
"4c07d11d-f988-851d-e053-ca3ca8c0ca7f",83,2,17,0,9,19,5,5,0
"4c07d11e-0948-851d-e053-ca3ca8c0ca7f",63,0,0,0,0,13,29,0,6
"4c07d11e-1a36-851d-e053-ca3ca8c0ca7f",62,1,0,0,0,35,35,0,1
"4c07d11d-f5f3-851d-e053-ca3ca8c0ca7f",124,1,26,0,12,28,4,27,14
"4c07d11e-1a29-851d-e053-ca3ca8c0ca7f",78,0,0,0,3,11,1,3,0
"4c07d11e-1a28-851d-e053-ca3ca8c0ca7f",82,0,0,0,9,5,5,3,0
"4c07d11e-1a1b-851d-e053-ca3ca8c0ca7f",80,0,0,0,4,6,15,2,1
"4c07d11d-f9b6-851d-e053-ca3ca8c0ca7f",137,0,4,0,4,25,1,10,1
"4c07d11d-f977-851d-e053-ca3ca8c0ca7f",95,0,0,0,7,14,1,7,0
"4c07d11e-19c6-851d-e053-ca3ca8c0ca7f",53,1,1,0,1,13,13,3,1
"4c07d11e-1a5b-851d-e053-ca3ca8c0ca7f",61,0,0,0,4,11,15,4,0
"4c07d11d-f96d-851d-e053-ca3ca8c0ca7f",84,0,0,0,3,38,16,29,0
"4c07d11e-3a07-851d-e053-ca3ca8c0ca7f",77,0,0,0,1,66,37,17,0
"4c07d11e-1a35-851d-e053-ca3ca8c0ca7f",95,0,0,0,5,12,6,3,0
"4c07d11e-3a06-851d-e053-ca3ca8c0ca7f",62,0,0,0,1,20,27,0,0
"4c07d11e-2ef1-851d-e053-ca3ca8c0ca7f",50,0,0,0,4,17,21,3,0
"4c07d11d-f978-851d-e053-ca3ca8c0ca7f",101,0,0,0,11,6,1,4,0
"4c07d11d-f999-851d-e053-ca3ca8c0ca7f",108,0,5,0,4,21,15,9,1
"4c07d11d-f987-851d-e053-ca3ca8c0ca7f",92,0,0,0,13,17,11,6,0
"4c07d11d-f96e-851d-e053-ca3ca8c0ca7f",77,0,2,0,8,11,2,5,0
"4c07d11e-1a4e-851d-e053-ca3ca8c0ca7f",90,2,0,0,4,15,7,8,0
"4c07d11d-f998-851d-e053-ca3ca8c0ca7f",71,1,3,0,3,12,2,7,0
"4c07d11e-1a4f-851d-e053-ca3ca8c0ca7f",71,1,1,0,7,18,12,7,0
"4c07d11e-2f06-851d-e053-ca3ca8c0ca7f",71,1,0,0,6,15,10,7,0
"4c07d11d-f989-851d-e053-ca3ca8c0ca7f",101,1,0,0,3,24,39,5,1
"4c07d11e-2f1f-851d-e053-ca3ca8c0ca7f",98,0,0,0,9,13,1,4,0
"4c07d11e-2f11-851d-e053-ca3ca8c0ca7f",88,1,1,0,9,13,15,2,0
"4c07d11d-f99a-851d-e053-ca3ca8c0ca7f",100,2,0,1,7,15,18,7,0
"4c07d11e-2f12-851d-e053-ca3ca8c0ca7f",80,1,1,0,5,22,16,3,2
"4c07d11e-0037-851d-e053-ca3ca8c0ca7f",146,0,15,0,12,23,3,8,4
"4c07d11e-1de1-851d-e053-ca3ca8c0ca7f",100,0,0,0,8,21,3,4,2
"4c07d11e-1a42-851d-e053-ca3ca8c0ca7f",117,0,2,0,7,18,4,7,1
"4c07d11e-1a41-851d-e053-ca3ca8c0ca7f",121,0,0,0,10,13,0,2,0
"4c07d11d-f9b2-851d-e053-ca3ca8c0ca7f",119,0,0,0,7,15,2,8,0
"4c07d11d-f979-851d-e053-ca3ca8c0ca7f",113,0,0,0,8,7,0,1,0
"4c07d11d-f9b3-851d-e053-ca3ca8c0ca7f",111,1,0,0,13,17,5,6,0
"4c07d11e-1a5d-851d-e053-ca3ca8c0ca7f",102,0,0,0,4,17,2,6,1
"4c07d11e-1a5c-851d-e053-ca3ca8c0ca7f",133,0,0,0,6,22,10,8,1
"4c07d11e-19d2-851d-e053-ca3ca8c0ca7f",84,0,0,0,11,18,9,5,0
"4c07d11e-19c7-851d-e053-ca3ca8c0ca7f",98,0,0,0,5,23,3,5,0
"4c07d11e-19c8-851d-e053-ca3ca8c0ca7f",99,0,0,0,7,19,3,2,0
"4c07d11e-094a-851d-e053-ca3ca8c0ca7f",71,1,2,0,2,7,34,2,2
"4c07d11e-094b-851d-e053-ca3ca8c0ca7f",74,1,6,0,4,12,1,8,6
"4c07d11e-003b-851d-e053-ca3ca8c0ca7f",73,0,5,0,2,9,2,10,5
"4c07d11e-0099-851d-e053-ca3ca8c0ca7f",104,2,7,0,4,13,0,11,11
"4c07d11d-f9ba-851d-e053-ca3ca8c0ca7f",88,0,19,0,2,15,5,11,0
"4c07d11e-0949-851d-e053-ca3ca8c0ca7f",78,1,2,0,3,20,8,7,0
"4c07d11e-19de-851d-e053-ca3ca8c0ca7f",108,0,0,0,14,13,1,4,0
"4c07d11e-19dd-851d-e053-ca3ca8c0ca7f",82,0,5,0,5,18,1,7,0
"4c07d11e-2f13-851d-e053-ca3ca8c0ca7f",104,1,0,0,8,15,3,8,1
"4c07d11d-f5f4-851d-e053-ca3ca8c0ca7f",133,3,29,2,12,28,9,24,21
"4c07d11e-094f-851d-e053-ca3ca8c0ca7f",63,0,10,0,5,10,3,11,4
"4c07d11e-0950-851d-e053-ca3ca8c0ca7f",71,3,13,0,6,14,3,12,3
"4c07d11e-0038-851d-e053-ca3ca8c0ca7f",120,2,20,0,11,15,3,17,17
"4c07d11e-2f20-851d-e053-ca3ca8c0ca7f",81,1,0,0,10,6,3,5,0
"4c07d11e-19d1-851d-e053-ca3ca8c0ca7f",80,0,0,0,12,6,0,4,0
"4c07d11e-094e-851d-e053-ca3ca8c0ca7f",85,0,11,0,8,15,3,9,2
"4c07d11e-0d6d-851d-e053-ca3ca8c0ca7f",84,0,20,0,10,11,5,20,5
"4c07d11d-f54f-851d-e053-ca3ca8c0ca7f",59,3,30,0,6,14,2,19,36
"4c07d11d-f3d7-851d-e053-ca3ca8c0ca7f",44,0,8,0,6,6,2,9,36
"4c07d11d-fb1b-851d-e053-ca3ca8c0ca7f",87,2,29,2,6,21,5,20,40
"4c07d11d-fb19-851d-e053-ca3ca8c0ca7f",95,4,12,0,13,35,15,38,9
"4c07d11d-fdd5-851d-e053-ca3ca8c0ca7f",76,1,14,0,6,13,2,23,23
"4c07d11d-fdd3-851d-e053-ca3ca8c0ca7f",83,2,26,0,11,19,5,34,34
"4c07d11d-fec6-851d-e053-ca3ca8c0ca7f",129,3,34,1,14,31,9,32,36
"4c07d11e-078a-851d-e053-ca3ca8c0ca7f",83,0,5,0,5,16,2,18,4
"4c07d11d-f584-851d-e053-ca3ca8c0ca7f",131,0,23,2,15,21,7,22,15
"4c07d11d-f95e-851d-e053-ca3ca8c0ca7f",105,1,27,0,9,50,18,37,0
"4c07d11e-078b-851d-e053-ca3ca8c0ca7f",95,5,13,0,21,33,27,43,6
"4c07d11d-f580-851d-e053-ca3ca8c0ca7f",100,2,32,2,11,24,3,34,35
"4c07d11d-fe57-851d-e053-ca3ca8c0ca7f",94,1,31,1,7,18,4,25,16
"4c07d11e-2087-851d-e053-ca3ca8c0ca7f",106,5,37,0,17,44,25,51,0
"4c07d11e-2088-851d-e053-ca3ca8c0ca7f",82,0,2,0,9,25,9,20,5
"4c07d11d-febf-851d-e053-ca3ca8c0ca7f",122,5,40,0,12,29,4,31,58
"4c07d11d-fb13-851d-e053-ca3ca8c0ca7f",70,3,18,0,8,11,5,24,12
"4c07d11d-fb15-851d-e053-ca3ca8c0ca7f",63,1,15,0,3,14,6,22,20
"4c07d11d-f591-851d-e053-ca3ca8c0ca7f",83,0,23,1,3,17,3,11,15
"4c07d11d-f4ad-851d-e053-ca3ca8c0ca7f",84,2,27,0,8,14,2,20,26
"4c07d11e-0871-851d-e053-ca3ca8c0ca7f",116,1,13,0,24,19,28,37,21
"4c07d11e-0870-851d-e053-ca3ca8c0ca7f",95,1,32,2,8,24,9,21,14
"4c07d11d-f9bf-851d-e053-ca3ca8c0ca7f",87,1,0,0,15,13,13,24,0
"4c07d11e-0872-851d-e053-ca3ca8c0ca7f",110,1,10,0,10,17,6,17,0
"4c07d11e-0873-851d-e053-ca3ca8c0ca7f",117,0,11,0,6,9,5,13,2
"4c07d11d-f590-851d-e053-ca3ca8c0ca7f",113,0,32,0,12,17,3,23,32
"4c07d11d-ffa2-851d-e053-ca3ca8c0ca7f",78,1,19,0,4,12,1,12,6
"4c07d11d-ff49-851d-e053-ca3ca8c0ca7f",86,2,29,0,6,14,2,22,11
"4c07d11d-ff47-851d-e053-ca3ca8c0ca7f",80,1,30,0,6,19,4,17,8
"4c07d11d-ff48-851d-e053-ca3ca8c0ca7f",80,1,17,2,8,11,3,17,28
"4c07d11d-ff4a-851d-e053-ca3ca8c0ca7f",108,2,28,0,8,11,1,16,53
"4c07d11e-0d6c-851d-e053-ca3ca8c0ca7f",128,2,27,0,11,18,8,20,20
"4c07d11d-f4af-851d-e053-ca3ca8c0ca7f",124,4,22,0,10,28,9,25,11
"4c07d11e-0a6c-851d-e053-ca3ca8c0ca7f",83,2,12,0,11,25,13,19,0
"4c07d11e-1b48-851d-e053-ca3ca8c0ca7f",82,2,6,1,17,24,22,35,0
"4c07d11e-09d5-851d-e053-ca3ca8c0ca7f",74,1,28,0,7,21,11,25,0
"4c07d11d-f5ee-851d-e053-ca3ca8c0ca7f",95,2,27,0,3,17,2,21,17
"4c07d11e-002a-851d-e053-ca3ca8c0ca7f",105,1,22,0,14,17,3,26,7
"4c07d11e-009d-851d-e053-ca3ca8c0ca7f",124,1,25,0,6,27,4,22,16
"4c07d11e-0998-851d-e053-ca3ca8c0ca7f",86,0,14,0,10,20,4,17,1
"4c07d11e-0997-851d-e053-ca3ca8c0ca7f",128,2,13,0,17,27,5,13,1
"4c07d11e-00a6-851d-e053-ca3ca8c0ca7f",108,1,13,0,8,24,14,19,8
"4c07d11e-2f21-851d-e053-ca3ca8c0ca7f",87,0,5,0,24,26,33,34,0
"4c07d11e-19ec-851d-e053-ca3ca8c0ca7f",87,0,23,0,13,32,12,15,0
"4c07d11d-f9c7-851d-e053-ca3ca8c0ca7f",102,0,8,0,7,22,5,20,0
"4c07d11e-19eb-851d-e053-ca3ca8c0ca7f",74,0,0,0,11,11,3,2,0
"4c07d11d-f9c6-851d-e053-ca3ca8c0ca7f",99,0,4,0,10,11,2,5,1
"4c07d11e-19ea-851d-e053-ca3ca8c0ca7f",75,2,5,0,15,15,7,9,0
"4c07d11e-009e-851d-e053-ca3ca8c0ca7f",114,1,18,0,13,22,6,24,8
"4c07d11d-f9c5-851d-e053-ca3ca8c0ca7f",112,3,5,0,21,26,21,35,0
"4c07d11d-f541-851d-e053-ca3ca8c0ca7f",64,0,22,1,4,13,1,16,16
